Open,High,Low,Close,Adj Close,Volume
21.5,21.57900047302246,20.739999771118164,20.790000915527344,20.790000915527344,6455100
20.81999969482422,21.518999099731445,20.760000228881836,21.260000228881836,21.260000228881836,4375600
21.420000076293945,22.1200008392334,21.34000015258789,21.969999313354492,21.969999313354492,3983600
22.329999923706055,22.600000381469727,22.010000228881836,22.540000915527344,22.540000915527344,4401200
22.700000762939453,22.700000762939453,21.81999969482422,22.239999771118164,22.239999771118164,4904800
22.010000228881836,22.459999084472656,21.309999465942383,21.360000610351562,21.360000610351562,6124300
21.739999771118164,21.850000381469727,21.190000534057617,21.239999771118164,21.239999771118164,8197500
21.420000076293945,21.6200008392334,20.735000610351562,20.889999389648438,20.889999389648438,7807200
20.989999771118164,21.700000762939453,20.889999389648438,21.149999618530273,21.149999618530273,7563400
20.969999313354492,21.920000076293945,20.940000534057617,21.229999542236328,21.229999542236328,16637100
23.790000915527344,23.799999237060547,22.18000030517578,22.969999313354492,22.969999313354492,42496200
22.68000030517578,22.93000030517578,21.760000228881836,22.010000228881836,22.010000228881836,19184900
22.299999237060547,22.989999771118164,22.09000015258789,22.579999923706055,22.579999923706055,9987800
22.31999969482422,22.399999618530273,21.364999771118164,21.670000076293945,21.670000076293945,8666000
21.299999237060547,22.06999969482422,21.281999588012695,21.8700008392334,21.8700008392334,5746000
21.84000015258789,21.84000015258789,20.639999389648438,20.68000030517578,20.68000030517578,14028100
20.84000015258789,21.6200008392334,20.299999237060547,21.219999313354492,21.219999313354492,12217300
21.06999969482422,21.815000534057617,20.905000686645508,21.139999389648438,21.139999389648438,7442500
20.760000228881836,20.854999542236328,20.264999389648438,20.610000610351562,20.610000610351562,12443700
20.579999923706055,20.780000686645508,20.104999542236328,20.700000762939453,20.700000762939453,7872000
20.969999313354492,21.510000228881836,20.600000381469727,21.309999465942383,21.309999465942383,11658100
20.309999465942383,20.809999465942383,20.010000228881836,20.25,20.25,10770900
20.299999237060547,20.440000534057617,19.8700008392334,20.309999465942383,20.309999465942383,10085300
20.170000076293945,20.711000442504883,20.139999389648438,20.31999969482422,20.31999969482422,6155600
20.56999969482422,20.65999984741211,20.28499984741211,20.510000228881836,20.510000228881836,7027300
20.170000076293945,20.270000457763672,19.809999465942383,19.90999984741211,19.90999984741211,10711600
19.93000030517578,20.850000381469727,19.8799991607666,20.469999313354492,20.469999313354492,11257200
20.360000610351562,21.424999237060547,20.149999618530273,20.829999923706055,20.829999923706055,17695500
20.90999984741211,21.510000228881836,20.350000381469727,20.43000030517578,20.43000030517578,10637800
20.389999389648438,20.409000396728516,19.559999465942383,19.989999771118164,19.989999771118164,12841000
19.90999984741211,20.049999237060547,18.770000457763672,19.309999465942383,19.309999465942383,15686300
19.15999984741211,19.18000030517578,17.92300033569336,18.010000228881836,18.010000228881836,13206400
18.09000015258789,18.350000381469727,17.770000457763672,17.989999771118164,17.989999771118164,7894900
17.8700008392334,18.1299991607666,17.600000381469727,17.920000076293945,17.920000076293945,7285200
18.03499984741211,18.979999542236328,17.790000915527344,18.65999984741211,18.65999984741211,7905600
18.709999084472656,19.094999313354492,18.3799991607666,18.399999618530273,18.399999618530273,5892600
18.43000030517578,19.360000610351562,18.382999420166016,19.06999969482422,19.06999969482422,5494300
19.200000762939453,20.0,19.149999618530273,19.989999771118164,19.989999771118164,6056000
20.030000686645508,20.1299991607666,19.520000457763672,20.0,20.0,6369200
20.15999984741211,20.15999984741211,19.709999084472656,19.920000076293945,19.920000076293945,6742900
19.65999984741211,20.03499984741211,19.415000915527344,19.709999084472656,19.709999084472656,4576600
19.68000030517578,19.940000534057617,19.461000442504883,19.90999984741211,19.90999984741211,5024100
20.399999618530273,21.259000778198242,20.260000228881836,21.190000534057617,21.190000534057617,11542600
21.18000030517578,21.260000228881836,20.739999771118164,21.18000030517578,21.18000030517578,5924700
