Adj Close,Close,High,Low,Open,Volume
CHPT,CHPT,CHPT,CHPT,CHPT,CHPT
20.790000915527344,20.790000915527344,21.57900047302246,20.739999771118164,21.5,6455100
21.260000228881836,21.260000228881836,21.518999099731445,20.760000228881836,20.81999969482422,4375600
21.969999313354492,21.969999313354492,22.1200008392334,21.34000015258789,21.420000076293945,3983600
22.540000915527344,22.540000915527344,22.600000381469727,22.010000228881836,22.329999923706055,4401200
22.239999771118164,22.239999771118164,22.700000762939453,21.81999969482422,22.700000762939453,4904800
21.360000610351562,21.360000610351562,22.459999084472656,21.309999465942383,22.010000228881836,6124300
21.239999771118164,21.239999771118164,21.850000381469727,21.190000534057617,21.739999771118164,8197500
20.889999389648438,20.889999389648438,21.6200008392334,20.735000610351562,21.420000076293945,7807200
21.149999618530273,21.149999618530273,21.700000762939453,20.889999389648438,20.989999771118164,7563400
21.229999542236328,21.229999542236328,21.920000076293945,20.940000534057617,20.969999313354492,16637100
22.969999313354492,22.969999313354492,23.799999237060547,22.18000030517578,23.790000915527344,42496200
22.010000228881836,22.010000228881836,22.93000030517578,21.760000228881836,22.68000030517578,19184900
22.579999923706055,22.579999923706055,22.989999771118164,22.09000015258789,22.299999237060547,9987800
21.670000076293945,21.670000076293945,22.399999618530273,21.364999771118164,22.31999969482422,8666000
21.8700008392334,21.8700008392334,22.06999969482422,21.281999588012695,21.299999237060547,5746000
20.68000030517578,20.68000030517578,21.84000015258789,20.639999389648438,21.84000015258789,14028100
21.219999313354492,21.219999313354492,21.6200008392334,20.299999237060547,20.84000015258789,12217300
21.139999389648438,21.139999389648438,21.815000534057617,20.905000686645508,21.06999969482422,7442500
20.610000610351562,20.610000610351562,20.854999542236328,20.264999389648438,20.760000228881836,12443700
20.700000762939453,20.700000762939453,20.780000686645508,20.104999542236328,20.579999923706055,7872000
21.309999465942383,21.309999465942383,21.510000228881836,20.600000381469727,20.969999313354492,11658100
20.25,20.25,20.809999465942383,20.010000228881836,20.309999465942383,10770900
20.309999465942383,20.309999465942383,20.440000534057617,19.8700008392334,20.299999237060547,10085300
20.31999969482422,20.31999969482422,20.711000442504883,20.139999389648438,20.170000076293945,6155600
20.510000228881836,20.510000228881836,20.65999984741211,20.28499984741211,20.56999969482422,7027300
19.90999984741211,19.90999984741211,20.270000457763672,19.809999465942383,20.170000076293945,10711600
20.469999313354492,20.469999313354492,20.850000381469727,19.8799991607666,19.93000030517578,11257200
20.829999923706055,20.829999923706055,21.424999237060547,20.149999618530273,20.360000610351562,17695500
20.43000030517578,20.43000030517578,21.510000228881836,20.350000381469727,20.90999984741211,10637800
19.989999771118164,19.989999771118164,20.409000396728516,19.559999465942383,20.389999389648438,12841000
19.309999465942383,19.309999465942383,20.049999237060547,18.770000457763672,19.90999984741211,15686300
18.010000228881836,18.010000228881836,19.18000030517578,17.92300033569336,19.15999984741211,13206400
17.989999771118164,17.989999771118164,18.350000381469727,17.770000457763672,18.09000015258789,7894900
17.920000076293945,17.920000076293945,18.1299991607666,17.600000381469727,17.8700008392334,7285200
